Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Account_Tenure_Months,Account_Type,Number_of_Products,Average_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Customer_Support_Calls,Email_Opt_In,Credit_Card_Holder,Loan_Account_Holder,Churn
CUST2423,22,Female,Single,Secondary,Employed,133,Current,1,213714,5,6,10,0,0.86,1,1,1,0,0
CUST1904,35,Female,Single,None,Self-employed,47,Savings,2,129049,17,5,6,0,0.73,1,1,1,0,0
CUST0170,19,Male,Single,Secondary,Employed,72,Current,3,163918,20,11,9,0,0.81,0,0,0,0,1
CUST1725,27,Female,Divorced,Primary,Employed,140,Savings,3,30411,16,6,9,0,0.85,1,1,1,0,0
CUST1967,55,Male,Married,Secondary,Self-employed,59,Fixed Deposit,2,7970,15,10,12,2,0.85,1,1,1,0,0
CUST0891,41,Female,Single,Secondary,Self-employed,70,Savings,3,48619,16,5,12,0,0.69,3,1,0,0,0
CUST1031,33,Female,Married,Secondary,Employed,157,Savings,1,649111,14,8,12,0,0.57,5,0,0,0,0
CUST0227,23,Male,Single,University,Employed,160,Current,2,34057,13,6,8,0,0.55,0,1,1,0,0
CUST1071,43,Female,Single,Primary,Unemployed,68,Current,2,52512,17,8,8,0,0.86,1,1,0,0,0
CUST0781,24,Female,Single,Secondary,Employed,69,Savings,2,344858,17,11,6,0,0.83,2,1,0,0,0
CUST1171,30,Female,Single,University,Self-employed,108,Savings,2,205203,16,4,12,0,0.52,0,1,0,0,0
CUST1774,24,Male,Married,None,Self-employed,68,Current,3,128525,16,9,10,0,0.58,1,1,0,0,0
CUST2113,29,Male,Single,Secondary,Employed,65,Fixed Deposit,2,50294,12,9,4,1,0.67,0,0,0,0,0
CUST0159,43,Male,Married,Primary,Employed,104,Current,3,121197,22,10,9,0,0.67,2,1,0,0,1
CUST1457,29,Female,Married,Secondary,Employed,8,Savings,2,38615,14,2,11,0,0.94,3,0,0,0,1
CUST0792,50,Male,Married,None,Employed,130,Savings,2,48741,20,3,6,0,0.51,0,1,0,1,0
CUST2339,37,Male,Married,None,Employed,80,Savings,3,591350,11,9,18,0,0.82,1,1,0,0,0
CUST0001,35,Male,Single,Primary,Employed,145,Savings,1,60741,13,14,7,0,0.6,1,1,0,1,0
CUST1472,22,Male,Married,University,Employed,171,Savings,1,428353,18,4,6,1,0.87,0,1,0,1,0
CUST1481,38,Female,Married,Primary,Self-employed,137,Savings,4,304675,15,9,9,0,0.65,1,1,0,1,1
CUST2382,34,Female,Divorced,None,Unemployed,25,Current,1,103629,15,6,4,0,0.5,1,1,1,0,0
CUST0496,41,Female,Married,Primary,Self-employed,172,Current,3,391510,10,9,7,1,0.66,3,1,0,0,0
CUST0077,25,Male,Married,Secondary,Employed,57,Savings,4,241140,18,12,11,0,0.68,3,1,0,0,0
CUST0729,52,Female,Divorced,Secondary,Self-employed,124,Savings,2,291322,15,6,8,0,0.95,0,1,0,0,1
CUST2385,39,Male,Married,None,Employed,125,Savings,2,128330,18,8,11,0,0.57,0,1,0,0,0
CUST1182,26,Female,Divorced,Primary,Employed,2,Savings,1,86030,10,8,13,0,0.53,3,0,0,0,1
CUST2857,36,Male,Single,Secondary,Employed,163,Savings,3,400055,13,5,7,0,0.79,1,1,1,0,1
CUST1384,36,Female,Married,University,Employed,77,Savings,1,129000,20,10,8,0,0.53,0,1,0,0,0
CUST0112,38,Male,Single,Primary,Employed,151,Savings,1,43047,17,7,5,0,0.85,2,1,0,0,0
CUST2015,21,Female,Married,University,Self-employed,10,Savings,3,204914,11,9,7,0,0.56,1,1,0,0,1
CUST0851,44,Female,Married,University,Self-employed,19,Savings,2,55709,15,10,7,0,0.88,1,1,1,0,1
CUST1324,26,Male,Single,None,Employed,57,Current,1,485195,17,6,11,0,0.69,1,1,0,1,1
CUST0018,30,Male,Single,Secondary,Self-employed,42,Current,1,47755,13,11,12,0,0.95,2,0,0,0,0
CUST0306,40,Female,Married,Secondary,Employed,49,Savings,2,254759,10,8,8,0,0.85,2,1,0,0,0
CUST1970,31,Female,Married,Secondary,Employed,73,Current,1,96287,11,14,9,0,0.98,1,1,1,1,0
CUST0502,33,Female,Divorced,Secondary,Employed,62,Savings,2,26050,15,4,11,0,0.75,2,1,0,0,0
CUST1676,27,Male,Divorced,University,Employed,29,Savings,1,21050,18,3,5,0,0.91,1,1,0,0,0
CUST1857,27,Female,Married,Primary,Employed,148,Current,4,145579,14,10,10,0,0.9,2,1,0,0,0
CUST1832,41,Female,Single,Primary,Unemployed,110,Savings,3,32277,13,5,13,0,0.6,1,1,0,0,0
CUST1106,45,Female,Married,Primary,Employed,76,Current,1,157687,11,10,7,0,0.68,1,1,0,0,0
CUST0035,23,Male,Married,Secondary,Employed,25,Savings,4,36859,18,10,5,0,0.58,1,1,0,1,0
CUST0913,28,Male,Married,Primary,Unemployed,30,Fixed Deposit,2,150233,9,7,12,0,0.56,1,1,0,0,1
CUST1088,28,Male,Single,Secondary,Self-employed,72,Savings,1,49935,13,5,8,0,0.74,2,0,1,0,0
CUST1447,18,Female,Married,None,Self-employed,10,Savings,1,13691,16,11,6,0,0.78,2,1,0,0,1
CUST2005,33,Male,Single,University,Self-employed,89,Fixed Deposit,1,113301,10,6,10,0,0.58,0,0,0,1,0
CUST0410,37,Male,Single,Primary,Employed,87,Savings,3,40884,21,10,9,2,0.75,1,1,1,0,0
CUST2093,35,Male,Married,Primary,Employed,4,Savings,2,30373,12,7,13,0,0.57,3,0,0,0,0
CUST0277,32,Female,Married,University,Employed,5,Current,3,46812,15,8,20,0,0.93,0,0,0,0,1
CUST1993,41,Male,Single,University,Employed,126,Savings,4,52103,13,7,10,0,0.91,1,1,1,1,0
CUST2418,62,Female,Married,Secondary,Employed,76,Savings,3,179442,20,7,8,0,0.65,1,1,0,1,0
CUST0281,18,Female,Single,None,Employed,45,Current,2,95397,14,5,14,1,0.7,1,1,0,0,0
CUST1914,18,Male,Married,Primary,Self-employed,19,Current,1,126522,10,9,8,0,0.93,1,1,1,0,0
CUST0875,38,Male,Single,Secondary,Employed,73,Savings,1,17363,13,7,13,1,0.96,1,1,0,0,1
CUST1694,50,Female,Single,University,Employed,120,Current,2,46802,21,9,10,0,0.95,0,1,0,0,0
CUST1407,19,Female,Divorced,Secondary,Employed,41,Savings,1,29549,15,8,12,0,0.77,1,1,0,0,0
CUST2512,34,Female,Single,Primary,Employed,136,Savings,2,98593,16,9,14,0,0.54,1,1,0,1,0
CUST1690,47,Male,Single,Secondary,Employed,46,Savings,3,151765,12,7,3,0,0.84,1,1,0,0,1
CUST0026,44,Female,Divorced,Secondary,Employed,175,Current,3,157079,15,9,9,1,0.78,0,1,0,0,0
CUST2795,36,Female,Divorced,University,Unemployed,87,Savings,1,51986,11,8,5,0,0.89,0,1,0,0,0
CUST0708,35,Male,Single,Secondary,Employed,159,Fixed Deposit,1,298621,11,11,4,0,0.55,0,1,0,0,1
CUST1831,41,Female,Divorced,None,Self-employed,20,Current,2,352190,13,10,13,0,0.74,0,0,0,0,0
CUST2590,33,Female,Married,Secondary,Employed,167,Savings,2,60801,9,11,8,0,0.54,0,1,0,0,0
CUST2028,52,Female,Married,Secondary,Employed,146,Current,2,26226,11,9,13,0,0.76,0,0,0,0,0
CUST0998,29,Female,Married,Secondary,Unemployed,21,Fixed Deposit,3,78374,15,10,12,0,0.75,1,0,1,0,1
CUST1524,28,Male,Single,None,Employed,143,Savings,1,102307,11,5,7,0,0.5,0,0,1,0,0
CUST2372,44,Female,Divorced,None,Unemployed,55,Current,1,23901,13,7,15,0,0.57,1,1,1,0,0
CUST2497,39,Female,Single,Primary,Unemployed,123,Savings,4,484314,11,9,10,0,0.63,1,1,0,0,0
CUST2630,48,Female,Married,University,Self-employed,171,Savings,1,8238,9,13,10,0,0.67,0,0,0,0,1
CUST0831,18,Male,Married,Primary,Self-employed,85,Current,4,45882,11,10,10,0,0.62,0,0,1,0,0
CUST1301,34,Male,Married,Secondary,Self-employed,3,Savings,4,20157,17,7,11,0,0.56,1,0,0,0,0
CUST1855,31,Male,Married,Primary,Employed,131,Current,2,4744,18,10,8,1,0.55,1,0,0,0,0
CUST1921,31,Male,Married,Secondary,Employed,25,Fixed Deposit,1,123834,10,7,10,0,0.79,1,1,0,0,0
CUST1848,45,Female,Divorced,Secondary,Employed,118,Savings,2,37589,16,7,11,0,0.53,2,0,0,0,0
CUST1023,21,Male,Single,Secondary,Self-employed,146,Savings,1,109583,13,6,14,0,0.78,1,0,1,0,0
CUST0856,36,Male,Divorced,Primary,Self-employed,74,Fixed Deposit,1,84765,13,7,7,2,0.67,0,1,0,0,0
CUST2145,46,Male,Married,Secondary,Employed,95,Current,3,1683,19,9,15,0,0.67,1,1,0,0,0
CUST2125,42,Female,Married,Primary,Unemployed,93,Savings,2,26378,15,8,9,0,0.91,2,0,0,0,1
CUST1764,18,Male,Married,Secondary,Employed,7,Fixed Deposit,2,505810,19,10,16,0,0.51,1,0,1,1,0
CUST0244,30,Female,Married,None,Self-employed,30,Savings,1,368654,21,9,14,0,0.67,3,1,0,0,0
CUST0526,25,Female,Married,University,Employed,47,Savings,1,129615,10,7,9,0,0.93,1,1,0,0,1
CUST0808,26,Male,Married,None,Self-employed,2,Current,1,171852,13,7,11,1,0.98,2,0,0,1,0
CUST2254,26,Male,Single,Secondary,Employed,102,Savings,1,55914,17,9,9,1,0.51,1,1,0,0,0
CUST2280,42,Female,Married,Secondary,Self-employed,132,Current,3,174482,11,7,10,0,0.98,1,1,0,0,0
CUST0964,25,Male,Married,Secondary,Employed,93,Savings,2,553750,8,12,7,0,0.94,2,0,0,1,0
CUST0339,43,Female,Married,None,Self-employed,161,Savings,1,32531,15,10,13,0,0.57,0,1,0,0,0
CUST1922,35,Male,Married,University,Employed,175,Savings,2,268159,24,8,15,0,0.96,1,1,0,0,0
CUST2817,23,Female,Divorced,Secondary,Employed,95,Current,4,53345,12,7,7,0,0.66,1,0,0,0,1
CUST1585,37,Male,Divorced,Secondary,Self-employed,26,Savings,2,267540,15,12,8,0,0.56,0,0,0,0,1
CUST0844,46,Female,Married,Primary,Self-employed,131,Savings,1,4599,16,13,10,0,0.96,3,0,0,0,0
CUST0624,39,Female,Single,University,Unemployed,153,Current,1,120218,11,5,13,0,0.53,1,0,0,0,1
CUST1683,45,Female,Married,Secondary,Employed,168,Current,2,316239,11,10,6,0,0.96,0,1,0,1,0
CUST2857,39,Female,Married,University,Self-employed,8,Current,1,104054,13,6,13,0,0.67,3,1,0,1,0
CUST2824,36,Male,Married,University,Employed,19,Savings,2,69617,14,13,3,0,0.66,4,0,0,0,0
CUST1360,18,Male,Married,Secondary,Self-employed,31,Current,2,60883,22,12,10,0,0.95,1,1,0,0,1
CUST0575,45,Male,Married,University,Self-employed,171,Savings,1,32744,19,13,8,0,0.66,0,1,0,1,0
CUST2864,19,Female,Single,None,Employed,63,Current,2,77317,16,7,9,0,0.76,0,1,0,0,1
CUST2071,21,Female,Married,University,Employed,29,Savings,2,195898,11,7,6,0,0.55,0,0,0,0,0
CUST0852,40,Female,Single,None,Self-employed,78,Savings,3,154542,19,10,9,0,0.66,1,1,0,0,0
CUST2789,39,Female,Single,Primary,Employed,22,Current,2,116464,16,8,16,0,0.54,0,0,1,0,0
CUST1956,38,Male,Single,Primary,Unemployed,60,Fixed Deposit,2,64304,10,6,6,0,0.75,2,1,0,0,0
CUST2282,52,Male,Married,Primary,Employed,9,Current,3,190247,19,6,9,0,0.69,0,0,0,0,0
CUST0861,45,Female,Single,University,Employed,19,Current,3,202455,14,11,17,0,0.89,2,1,1,1,0
CUST2863,29,Female,Married,Primary,Employed,99,Savings,2,150549,11,7,7,1,0.77,1,0,1,0,0
CUST2115,24,Female,Divorced,Secondary,Employed,54,Savings,2,136222,12,8,5,1,0.62,3,1,1,0,0
CUST1542,50,Male,Single,University,Self-employed,167,Savings,2,84523,15,8,10,0,0.73,0,1,0,0,0
CUST2132,32,Female,Single,University,Self-employed,107,Savings,1,50370,13,10,11,0,0.94,1,1,0,0,1
CUST0288,35,Female,Married,Secondary,Self-employed,103,Current,1,23354,15,11,5,0,0.61,1,1,1,0,0
CUST2570,47,Female,Married,None,Employed,54,Current,1,12520,14,7,10,0,0.5,2,1,0,0,0
CUST1721,31,Male,Married,Secondary,Employed,47,Savings,1,57357,20,8,9,1,0.62,2,1,0,0,0
CUST0838,31,Male,Single,Secondary,Employed,132,Savings,4,34850,13,7,14,0,0.59,1,0,0,0,0
CUST0812,27,Female,Married,Secondary,Self-employed,82,Savings,2,82802,24,10,10,0,0.59,0,1,0,0,0
CUST0531,43,Female,Married,Primary,Unemployed,23,Savings,2,58355,23,7,14,0,0.98,0,1,1,0,0
CUST2862,26,Male,Single,Primary,Self-employed,97,Savings,1,10574,11,6,6,0,0.96,1,0,0,0,0
CUST1023,18,Female,Divorced,University,Unemployed,142,Savings,2,5557,19,11,11,0,0.96,0,1,0,0,1
CUST1791,24,Male,Single,Secondary,Employed,21,Savings,4,5707,20,7,6,0,0.59,0,1,0,0,0
CUST2464,34,Male,Married,Secondary,Employed,172,Savings,1,52431,15,9,10,0,0.65,1,1,0,0,0
CUST0974,26,Female,Single,Secondary,Self-employed,75,Savings,2,225734,12,6,19,0,0.96,1,1,0,1,1
CUST0398,38,Male,Single,Secondary,Employed,145,Savings,2,36854,19,4,7,0,0.77,1,1,0,0,0
CUST0979,38,Female,Married,Secondary,Self-employed,40,Savings,2,262766,19,7,7,0,0.55,1,0,0,0,1
CUST2201,19,Female,Single,Primary,Employed,78,Fixed Deposit,1,98394,16,8,10,0,0.93,1,1,0,1,0
CUST2228,32,Female,Married,Primary,Employed,122,Savings,3,258611,15,7,7,0,0.62,1,1,0,0,0
CUST2864,44,Male,Married,Secondary,Employed,77,Savings,2,435952,16,15,4,0,0.75,1,0,0,0,0
CUST2741,39,Female,Married,Primary,Unemployed,78,Current,2,375096,14,9,16,0,0.87,3,0,1,1,0
CUST0297,36,Male,Single,Secondary,Employed,68,Savings,3,27927,19,11,12,0,0.57,0,1,0,0,1
CUST0491,18,Female,Married,Primary,Self-employed,157,Savings,1,4230,11,7,9,1,0.8,1,1,1,0,0
CUST0440,36,Female,Married,Primary,Employed,42,Savings,4,35739,21,6,9,0,0.98,3,0,0,1,1
CUST0089,49,Male,Married,Secondary,Employed,66,Current,3,92332,9,14,8,1,0.65,1,1,0,1,1
CUST0549,48,Female,Married,None,Employed,171,Fixed Deposit,4,150174,14,3,13,0,0.9,1,0,0,0,0
CUST0508,30,Male,Single,Secondary,Self-employed,36,Savings,1,78321,16,10,8,2,0.54,2,1,0,0,0
CUST0903,44,Male,Married,Secondary,Self-employed,161,Savings,2,45379,15,7,12,0,0.93,0,1,0,0,0
CUST0981,44,Female,Single,Primary,Employed,117,Savings,3,76125,13,12,10,1,0.86,3,1,1,0,1
CUST2322,49,Female,Single,Secondary,Employed,169,Fixed Deposit,1,540384,9,6,16,1,0.56,1,1,1,0,0
CUST0354,43,Female,Married,Primary,Employed,4,Current,3,94917,19,9,9,1,0.98,2,0,0,0,0
CUST0186,21,Female,Single,Secondary,Employed,155,Savings,3,1693,9,8,9,0,0.82,1,0,0,0,0
CUST1081,43,Male,Married,Secondary,Self-employed,169,Savings,1,2384,13,13,11,2,0.93,1,0,0,0,0
CUST2023,18,Female,Divorced,Primary,Employed,87,Savings,2,203622,19,7,14,0,0.97,3,1,1,0,0
CUST2967,46,Female,Married,Secondary,Unemployed,32,Current,1,60401,20,12,5,0,0.68,1,0,1,0,1
CUST0520,48,Female,Married,None,Employed,44,Savings,3,135076,18,9,7,0,0.71,2,1,0,1,0
CUST2699,37,Female,Single,University,Employed,149,Savings,2,575916,16,8,7,0,0.85,0,1,0,1,1
CUST2890,18,Female,Married,Secondary,Employed,73,Savings,2,76420,16,10,10,0,0.6,0,1,0,1,0
CUST0874,46,Female,Single,Secondary,Employed,131,Savings,1,110834,25,7,19,1,0.55,1,1,0,0,0
CUST1412,44,Female,Single,Primary,Employed,99,Savings,2,162973,12,7,11,0,0.78,1,0,0,1,0
CUST2741,48,Male,Single,Secondary,Self-employed,39,Current,4,138175,15,13,5,2,0.96,0,1,0,0,0
CUST2561,33,Female,Married,Secondary,Self-employed,44,Savings,3,128372,18,8,8,0,0.58,2,0,0,0,0
CUST1435,34,Male,Single,University,Employed,82,Savings,3,30661,12,7,9,0,0.81,0,1,0,0,1
CUST1056,48,Female,Married,Secondary,Employed,60,Fixed Deposit,3,75835,15,9,11,0,0.56,1,1,0,0,0
CUST1685,41,Male,Married,Secondary,Employed,74,Savings,3,62420,16,9,15,0,0.83,1,0,0,0,0
CUST1467,24,Male,Married,Secondary,Self-employed,126,Savings,1,16949,16,10,8,0,0.84,0,1,1,0,0
CUST1487,41,Male,Single,Secondary,Employed,162,Current,3,106106,10,7,5,0,0.86,1,0,0,1,0
CUST0058,39,Female,Single,Secondary,Self-employed,123,Savings,1,72943,9,9,4,0,0.78,1,0,0,0,0
CUST2079,42,Female,Married,Primary,Employed,124,Savings,3,82579,12,12,5,0,0.79,1,1,0,0,0
CUST0517,40,Male,Married,Secondary,Self-employed,144,Savings,4,99098,16,8,9,0,0.95,0,1,0,0,0
CUST2575,40,Male,Married,Primary,Unemployed,20,Savings,4,75608,11,4,6,0,0.67,0,0,0,0,1
CUST0064,42,Male,Married,University,Employed,108,Savings,3,23304,14,6,9,0,0.93,0,1,0,0,0
CUST1241,32,Male,Married,Primary,Employed,121,Current,2,153750,18,7,16,0,0.75,0,1,0,0,0
CUST0257,49,Female,Married,University,Unemployed,37,Current,1,37555,16,11,3,0,0.53,1,1,0,0,0
CUST1245,26,Male,Married,University,Self-employed,146,Current,3,43408,24,9,8,0,0.92,0,1,1,1,0
CUST1061,40,Female,Married,Primary,Employed,69,Savings,4,27493,26,12,13,0,0.92,0,1,1,0,0
CUST1475,18,Male,Divorced,University,Employed,26,Fixed Deposit,1,133812,14,6,9,0,0.86,1,1,0,0,1
CUST0269,36,Male,Married,Secondary,Employed,31,Fixed Deposit,1,173082,8,8,9,1,0.7,2,1,0,0,1
CUST0875,35,Female,Married,Secondary,Employed,19,Savings,3,74478,20,7,8,0,0.53,1,1,0,0,0
CUST1632,30,Male,Married,University,Self-employed,29,Savings,3,122717,16,16,8,1,0.98,1,0,0,0,0
CUST2542,19,Male,Married,Secondary,Unemployed,77,Savings,2,107696,21,12,12,0,0.88,2,0,0,0,0
CUST1361,18,Male,Single,Secondary,Employed,43,Current,2,240395,13,6,9,0,0.54,1,0,0,0,1
CUST2427,34,Male,Divorced,Secondary,Unemployed,153,Savings,3,818,14,11,10,0,0.67,0,0,1,0,0
CUST1808,18,Male,Single,Secondary,Employed,44,Savings,1,58014,9,6,12,0,0.6,0,1,0,1,1
CUST2848,34,Male,Married,Primary,Unemployed,165,Savings,1,48341,21,7,9,0,0.97,3,1,1,0,0
CUST0361,25,Male,Single,Primary,Employed,8,Current,1,44272,9,6,6,0,0.92,3,0,1,0,0
CUST2651,45,Female,Married,Primary,Employed,86,Current,3,74868,18,10,9,0,0.73,0,0,0,0,0
CUST2399,43,Male,Single,Secondary,Self-employed,84,Savings,1,59463,18,6,9,0,0.92,0,1,0,0,0
CUST1420,29,Female,Single,Secondary,Unemployed,128,Fixed Deposit,3,73500,21,12,18,0,0.62,1,0,0,0,0
CUST1782,45,Female,Married,Secondary,Employed,45,Savings,4,20183,18,11,13,1,0.64,0,1,0,0,0
CUST1087,55,Female,Married,Primary,Self-employed,147,Savings,1,23354,14,10,11,0,0.63,0,0,0,0,0
CUST0579,42,Female,Divorced,Primary,Employed,68,Savings,4,91353,11,5,11,0,0.99,4,1,0,1,0
CUST0181,40,Male,Married,Secondary,Employed,138,Current,1,460184,13,12,10,0,0.82,1,1,0,0,0
CUST1676,28,Male,Married,University,Employed,54,Savings,3,140258,16,8,10,0,0.6,1,1,0,1,0
CUST1929,26,Female,Single,University,Employed,57,Savings,4,127647,14,11,15,0,0.95,1,1,0,0,0
CUST1169,34,Female,Single,Primary,Employed,50,Current,2,83953,17,6,6,0,0.51,0,1,0,0,0
CUST2037,43,Female,Single,Secondary,Employed,80,Savings,2,17767,20,11,12,0,0.65,0,1,0,0,0
CUST2534,26,Female,Single,Secondary,Employed,126,Savings,4,177483,12,5,8,0,0.53,2,1,0,0,0
CUST2537,27,Female,Divorced,University,Unemployed,19,Savings,1,43987,12,9,13,0,0.65,0,1,1,0,0
CUST0129,30,Male,Married,Secondary,Employed,99,Savings,4,106640,12,8,8,1,0.61,2,1,1,0,1
CUST1803,28,Female,Married,University,Employed,3,Savings,3,380606,18,6,9,0,0.84,0,1,0,0,0
CUST1623,34,Female,Married,Secondary,Employed,179,Savings,4,136064,14,6,5,0,0.8,2,1,1,0,0
CUST2933,23,Female,Single,Secondary,Employed,31,Savings,1,165323,12,3,7,1,0.64,0,0,0,0,1
CUST0468,20,Male,Married,None,Employed,8,Current,3,271967,15,13,11,0,0.94,2,1,0,0,0
CUST0771,50,Male,Single,None,Unemployed,56,Current,2,260385,10,9,7,0,0.64,3,1,0,0,0
CUST2038,41,Male,Divorced,Primary,Self-employed,169,Savings,1,17660,11,14,9,1,0.54,1,1,0,0,0
CUST0199,38,Female,Divorced,Secondary,Self-employed,32,Current,1,247037,11,6,5,0,0.89,2,1,0,0,1
CUST0038,19,Female,Married,Secondary,Employed,117,Savings,2,54131,12,8,12,0,0.55,1,1,1,0,0
CUST1263,18,Male,Married,Secondary,Self-employed,149,Current,1,475331,16,9,10,0,0.98,4,0,0,1,0
CUST1428,45,Male,Single,None,Self-employed,5,Current,4,29013,8,10,12,0,0.79,3,1,0,0,0
CUST1656,42,Female,Married,Secondary,Employed,168,Savings,1,40179,17,7,11,0,0.68,0,1,0,1,0
CUST2194,41,Male,Single,None,Employed,79,Savings,3,105881,18,5,7,0,0.74,0,1,1,0,0
CUST2718,42,Male,Married,Primary,Employed,3,Savings,1,19080,13,7,12,0,0.85,0,0,1,0,1
CUST0030,44,Female,Married,Secondary,Employed,70,Savings,1,122079,18,7,6,1,0.85,0,1,1,1,0
CUST0569,36,Female,Single,Primary,Employed,22,Current,4,140965,25,3,11,1,0.64,3,0,0,0,1
CUST0240,19,Male,Single,Secondary,Employed,103,Savings,1,229724,22,10,8,0,0.96,1,0,0,1,0
CUST0507,34,Female,Married,None,Employed,66,Savings,4,7963,22,7,7,0,0.75,0,1,0,0,0
CUST0128,51,Male,Single,Secondary,Self-employed,98,Current,3,102182,15,9,9,0,0.94,4,0,0,0,1
CUST0151,29,Female,Single,Secondary,Employed,157,Savings,1,108545,22,8,9,0,0.62,2,1,0,1,0
CUST0863,24,Female,Married,University,Unemployed,81,Savings,3,255663,9,5,10,0,0.74,0,0,1,0,0
CUST2866,18,Male,Married,None,Employed,50,Current,3,32038,12,4,11,0,0.94,1,0,0,0,1
CUST2919,38,Female,Single,Secondary,Unemployed,94,Savings,2,272835,15,5,11,0,0.91,1,1,0,1,0
CUST2858,42,Male,Married,Primary,Self-employed,96,Savings,1,162839,9,6,8,0,0.67,0,1,1,0,0
CUST0230,44,Female,Single,Secondary,Employed,178,Savings,1,69496,11,9,9,0,0.61,2,1,0,0,1
CUST2221,41,Male,Single,Secondary,Self-employed,41,Savings,2,31401,16,7,7,0,0.51,2,1,1,0,0
CUST0880,45,Male,Married,Primary,Employed,153,Savings,2,351894,14,11,10,0,0.55,1,1,1,0,0
CUST0061,48,Male,Single,Primary,Unemployed,10,Current,1,22219,14,7,12,0,0.58,2,0,1,1,0
CUST2598,30,Female,Divorced,Secondary,Employed,105,Current,1,174793,13,8,5,0,0.64,1,1,0,0,0
CUST1001,27,Male,Married,Secondary,Employed,27,Savings,4,91984,15,8,8,0,0.72,0,0,0,0,1
CUST2825,43,Male,Single,Secondary,Employed,78,Savings,1,33427,13,13,8,0,0.88,0,1,0,0,0
CUST0057,53,Male,Single,Primary,Self-employed,137,Current,1,73846,14,2,10,1,0.54,0,0,0,0,0
CUST1397,36,Female,Single,University,Self-employed,163,Savings,2,224558,18,8,6,0,0.93,2,1,0,0,0
CUST1190,44,Male,Married,Secondary,Employed,130,Savings,2,136654,17,12,18,0,0.85,1,1,1,0,0
CUST1607,45,Male,Married,Primary,Employed,99,Current,1,119297,20,15,11,0,0.88,1,1,0,0,0
CUST0542,30,Female,Married,Primary,Self-employed,25,Savings,3,15732,14,10,11,0,0.95,0,0,0,0,1
CUST1216,36,Female,Single,Secondary,Self-employed,163,Current,1,23783,16,5,9,0,0.71,4,1,1,0,0
CUST2696,39,Female,Single,Primary,Employed,8,Savings,1,4660,13,6,7,1,0.75,2,0,0,0,0
CUST2425,42,Female,Married,University,Self-employed,14,Savings,3,104222,11,10,11,1,0.88,3,1,0,0,1
CUST0917,31,Male,Married,None,Employed,79,Savings,3,3628,14,5,10,1,0.67,1,1,1,1,0
CUST1346,23,Female,Married,University,Self-employed,152,Savings,2,102667,12,11,9,0,0.91,1,0,0,0,1
CUST0669,42,Male,Married,Primary,Employed,171,Current,3,11043,17,12,11,0,0.65,2,1,1,1,0
CUST0379,20,Female,Single,Secondary,Self-employed,150,Savings,3,74092,23,13,3,1,0.62,1,1,0,0,0
CUST0920,30,Male,Single,None,Employed,12,Savings,1,90822,19,5,13,0,0.88,0,1,0,0,0
CUST0475,45,Male,Married,Secondary,Employed,164,Current,1,109239,16,8,8,0,0.61,2,0,0,0,0
CUST2393,30,Male,Single,Primary,Self-employed,171,Current,4,40705,15,9,17,0,1,1,1,0,0,0
CUST2027,37,Male,Married,Secondary,Employed,164,Current,2,21536,18,12,11,0,0.91,1,1,1,0,0
CUST1528,26,Male,Single,Primary,Self-employed,148,Current,1,449390,13,5,12,0,0.64,1,1,0,0,0
CUST2085,38,Male,Married,None,Employed,76,Current,1,488317,23,12,11,1,0.72,2,1,0,0,0
CUST1969,42,Male,Married,Secondary,Employed,52,Savings,2,168577,14,3,12,0,0.73,4,1,0,1,0
CUST0375,46,Male,Married,Secondary,Self-employed,61,Savings,3,226114,15,5,7,0,0.61,2,1,0,0,1
CUST1908,41,Male,Divorced,University,Employed,35,Savings,1,88479,13,7,9,0,0.51,0,1,0,0,0
CUST0284,34,Female,Divorced,Secondary,Employed,85,Fixed Deposit,4,2400,19,8,11,0,0.53,2,0,1,1,0
CUST0604,26,Female,Single,Secondary,Employed,157,Savings,1,18403,13,8,11,0,0.84,0,1,0,0,0
CUST1573,32,Male,Married,Secondary,Unemployed,85,Savings,2,94509,13,11,6,0,0.82,3,0,1,0,0
CUST0124,42,Male,Divorced,Secondary,Unemployed,151,Current,1,157586,14,12,17,0,0.58,0,1,1,1,0
CUST2646,52,Female,Single,Secondary,Unemployed,41,Current,1,412301,11,10,10,0,0.71,1,0,1,1,0
CUST2436,38,Female,Divorced,Secondary,Unemployed,51,Savings,4,37864,19,10,11,0,0.76,1,1,0,0,1
CUST1714,30,Male,Married,Primary,Employed,121,Current,2,231850,10,8,9,0,0.79,0,0,0,0,0
CUST1969,24,Male,Single,Secondary,Employed,36,Savings,2,408973,17,6,12,1,0.95,2,0,0,0,0
CUST0253,32,Male,Married,University,Employed,74,Savings,2,191933,9,6,11,0,0.96,1,1,1,1,0
CUST0804,51,Female,Married,Secondary,Employed,82,Current,3,311046,12,13,8,0,0.71,1,1,0,1,0
CUST1783,20,Female,Single,Primary,Self-employed,72,Savings,2,66135,15,6,8,1,0.82,0,1,0,0,0
CUST2037,25,Female,Married,None,Self-employed,143,Savings,4,117453,14,6,14,0,0.88,2,0,1,0,0
CUST1429,38,Male,Married,Secondary,Self-employed,179,Savings,3,8972,11,5,12,0,0.85,1,0,0,0,1
CUST0490,18,Male,Single,Primary,Employed,135,Savings,4,102712,14,11,8,1,0.74,0,1,0,0,0
